hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
LOEDCI_00190	EF-W6	38	311	WYL_I_II_III_IV_V_VI_4	1e-26	91.5	0.983	0.534	139	304
LOEDCI_00190	EF-W6	38	311	WYL_I_II_III_IV_V_VI_1	3.1e-47	159.0	0.987	0.997	1	310
LOEDCI_00395	EF-W6	79	411	RM_Type_II__Type_II_MTases_FAM_6	3e-09	33.4	0.467	0.647	58	323
LOEDCI_00395	EF-W6	79	411	RM_Type_II__Type_II_MTases_FAM_14	5.5e-13	45.5	0.44	0.613	62	313
LOEDCI_00395	EF-W6	79	411	RM_Type_II__Type_II_MTases_FAM_33	6.200000000000001e-26	88.6	0.46	0.608	41	290
LOEDCI_00395	EF-W6	79	411	PrrC__EcoprrI	3.8e-67	225.2	0.694	0.832	52	393
LOEDCI_00395	EF-W6	79	411	RM__Type_I_MTases_FAM_0	2e-92	308.1	0.674	0.827	52	391
LOEDCI_00605	EF-W6	119	324	Abi2__Abi_2	8.3e-34	114.8	0.989	0.63	31	234
LOEDCI_00605	EF-W6	119	324	AbiD__AbiD	8.2e-50	167.3	0.709	0.769	2	250
LOEDCI_01705	EF-W6	310	381	Dnd__DndA	2.2e-102	340.2	0.979	0.966	2	369
LOEDCI_02335	EF-W6	434	704	Dodola__DolB	1.4000000000000001e-28	97.5	0.835	0.479	343	679
LOEDCI_02880	EF-W6	543	481	DISARM__drmC	2.2e-17	60.8	0.747	0.395	258	447
LOEDCI_03260	EF-W6	618	746	Dodola__DolB	2.8e-23	80.0	0.528	0.277	387	593
LOEDCI_03325	EF-W6	631	752	Gabija__GajB_3	5.3e-17	59.4	0.663	0.382	27	313
LOEDCI_03325	EF-W6	631	752	Gabija__GajB_1	6.499999999999999e-41	138.0	0.921	0.809	15	622
LOEDCI_03325	EF-W6	631	752	UG35__UvrD	8.499999999999999e-103	342.3	0.53	0.576	11	443
LOEDCI_03325	EF-W6	631	752	Gabija__GajB_2	1.3999999999999999e-112	374.6	0.774	0.876	4	662
LOEDCI_03760	EF-W6	715	113	MazEF__MazF	1.7e-09	34.9	0.919	0.956	4	111
LOEDCI_03880	EF-W6	738	125	MazEF__MazF	8.1e-08	29.5	0.694	0.664	4	86
LOEDCI_04015	EF-W6	764	882	UG9__DNA_pol	3.6e-37	125.8	0.754	0.469	457	870
LOEDCI_04295	EF-W6	819	732	Gabija__GajB_3	9.8e-10	35.5	0.59	0.298	498	715
LOEDCI_04300	EF-W6	820	256	Gao_Qat__QatD	2.5e-13	47.3	0.941	0.969	4	251
LOEDCI_05295	EF-W6	999	1264	Gabija__GajB_2	3.5e-58	194.9	0.74	0.702	13	899
LOEDCI_06375	EF-W6	1211	284	CBASS__AG_E1_ThiF	1.8999999999999997e-51	172.2	0.926	0.831	25	260
LOEDCI_07005	EF-W6	1337	628	UG6__DnaG	1.3e-37	126.9	0.846	0.484	34	337
LOEDCI_07115	EF-W6	1359	478	PsyrTA__PsyrT	1.4999999999999998e-94	314.9	0.681	0.918	4	442
LOEDCI_07450	EF-W6	1425	486	DISARM__drmC	1.5e-11	41.7	0.547	0.286	322	460
LOEDCI_07650	EF-W6	1465	287	PsyrTA__PsyrA	1.3e-34	117.2	0.543	0.746	65	278
LOEDCI_07650	EF-W6	1465	287	ShosTA__ShosA	1.6000000000000002e-65	218.6	0.894	0.941	13	282
LOEDCI_07730	EF-W6	1481	142	Lamassu-Fam__LmuC_acc_Lipase	1.5e-05	21.9	0.47	0.577	59	140
LOEDCI_08205	EF-W6	1576	228	ShosTA__ShosT	1.2e-11	42.2	0.62	0.684	72	227
LOEDCI_08645	EF-W6	1664	276	AbiJ__AbiJ	3.2e-27	93.0	0.47	0.525	124	268
LOEDCI_08695	EF-W6	1674	380	RT_I_II_III_IV_V_VI_1	1.9999999999999997e-51	172.0	0.714	0.558	33	244
LOEDCI_08995	EF-W6	1733	274	Thoeris__ThsB_Global	2.2e-11	41.4	0.751	0.628	3	174
LOEDCI_08995	EF-W6	1733	274	SpbK__SpbK	9.8e-48	160.8	0.448	0.613	3	170
LOEDCI_09110	EF-W6	1755	335	RM_Type_II__Type_II_MTases_FAM_13	1.1e-09	34.8	0.424	0.704	63	298
LOEDCI_09110	EF-W6	1755	335	RM_Type_II__Type_II_MTases_FAM_33	1e-15	54.9	0.429	0.63	100	310
LOEDCI_09290	EF-W6	1790	305	PD-Lambda-2__PD-Lambda-2_C	5.6e-13	46.0	0.492	0.577	128	303
LOEDCI_09290	EF-W6	1790	305	Rst_gop_beta_cll__beta	2.8e-13	46.6	0.501	0.574	128	302
LOEDCI_09295	EF-W6	1791	192	Rst_gop_beta_cll__cll	2.5999999999999998e-27	93.5	0.709	0.964	3	187
LOEDCI_09530	EF-W6	1837	374	SspBCDE__SspD	1.1e-05	22.4	0.433	0.356	5	137
LOEDCI_09540	EF-W6	1839	381	Dnd__DndA	9.5e-110	364.4	0.963	0.95	4	365
LOEDCI_09600	EF-W6	1850	322	Abi2__Abi_2	7.6e-40	134.5	0.989	0.602	30	223
LOEDCI_09600	EF-W6	1850	322	AbiD__AbiD	8.6e-54	180.4	0.885	0.916	6	300
LOEDCI_09750	EF-W6	1879	400	RM_Type_II__Type_II_MTases_FAM_8	2.5e-09	34.1	0.517	0.315	251	376
LOEDCI_09750	EF-W6	1879	400	RM_Type_II__Type_II_MTases_FAM_1	6.2e-47	157.7	0.905	0.57	158	385
LOEDCI_09750	EF-W6	1879	400	RM_Type_II__Type_II_MTases_FAM_3	3.3e-48	161.8	0.884	0.542	165	381
LOEDCI_10645	EF-W6	2055	868	Dodola__DolB	2.7e-23	80.0	0.68	0.319	449	725
LOEDCI_10715	EF-W6	2069	923	csf4_IV-A_1	7e-21	71.8	0.578	0.395	522	886
LOEDCI_10715	EF-W6	2069	923	DEDDh_I_II_III_IV_V_VI_1	2.2e-45	152.1	0.988	0.168	9	163
LOEDCI_10730	EF-W6	2072	1451	DEDDh_I_II_III_IV_V_VI_1	3.0000000000000003e-46	154.9	0.994	0.108	427	582
LOEDCI_10775	EF-W6	2081	1049	RM__Type_I_REases_FAM_2.einsi_trimmed	2.5000000000000002e-20	69.8	0.473	0.447	137	605
LOEDCI_10775	EF-W6	2081	1049	RM__Type_I_REases_FAM_0.einsi_trimmed	1.6e-177	590.2	0.758	0.823	5	867
LOEDCI_10780	EF-W6	2082	186	RM__Type_I_S_51	3.4999999999999996e-22	75.8	0.406	0.946	10	185
LOEDCI_10895	EF-W6	2105	530	RM_Type_II__Type_II_MTases_FAM_10	3.3e-06	23.5	0.543	0.511	186	456
LOEDCI_10895	EF-W6	2105	530	RM_Type_II__Type_II_MTases_FAM_30	5.3e-13	45.6	0.464	0.532	165	446
LOEDCI_10895	EF-W6	2105	530	RM_Type_II__Type_II_MTases_FAM_29	3.3e-15	53.0	0.563	0.625	177	507
LOEDCI_10895	EF-W6	2105	530	RM_Type_II__Type_II_MTases_FAM_13	5.2e-18	62.3	0.515	0.574	152	455
LOEDCI_10895	EF-W6	2105	530	RM_Type_II__Type_II_MTases_FAM_6	8.2e-19	65.0	0.457	0.479	188	441
LOEDCI_10895	EF-W6	2105	530	RM_Type_II__Type_II_MTases_FAM_14	7.900000000000001e-20	68.1	0.444	0.468	188	435
LOEDCI_10895	EF-W6	2105	530	RM_Type_II__Type_II_MTases_FAM_33	8.1e-37	124.5	0.477	0.479	157	410
LOEDCI_10895	EF-W6	2105	530	RM__Type_I_MTases_FAM_3	1.2e-47	160.0	0.776	0.96	8	516
LOEDCI_10895	EF-W6	2105	530	RM__Type_I_MTases_FAM_1	1.8999999999999997e-51	172.5	0.749	0.677	148	506
LOEDCI_10895	EF-W6	2105	530	PrrC__EcoprrI	1.5e-109	364.9	0.951	0.962	3	512
LOEDCI_10895	EF-W6	2105	530	RM__Type_I_MTases_FAM_0	2.1000000000000002e-166	552.2	0.98	0.96	3	511
LOEDCI_10930	EF-W6	2112	91	MADS__mad1	2.6e-08	31.1	0.62	0.484	44	87
LOEDCI_10955	EF-W6	2117	411	Dnd__DndA	1.8e-45	152.9	0.865	0.835	24	366
LOEDCI_11270	EF-W6	2180	589	PsyrTA__PsyrT	5.4e-111	369.2	0.515	0.587	4	349
LOEDCI_11590	EF-W6	2241	382	Dnd__DndA	1.9e-34	116.6	0.828	0.838	5	324
LOEDCI_12005	EF-W6	2324	869	recD_IV-D_1	2.7e-83	277.7	0.857	0.732	117	752
LOEDCI_12135	EF-W6	2350	1045	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	4.4e-12	43.2	0.771	0.47	5	495
LOEDCI_12135	EF-W6	2350	1045	Lamassu-Fam__LmuB_SMC_Hydrolase_protease	8.9e-15	51.1	0.798	0.756	17	806
LOEDCI_12340	EF-W6	2391	177	DEDDh_I_II_III_IV_V_VI_1	8.5e-38	127.4	0.988	0.87	5	158
LOEDCI_13290	EF-W6	2576	415	RM__Type_I_S_06	2.9e-27	93.1	0.619	0.853	17	370
LOEDCI_13290	EF-W6	2576	415	RM__Type_I_S_02	1.1e-31	107.8	0.646	0.708	121	414
LOEDCI_13290	EF-W6	2576	415	RM__Type_I_S_51	5.9e-52	174.0	0.8	0.969	13	414
LOEDCI_13300	EF-W6	2578	397	RM__Type_I_S_06	2.5999999999999997e-29	99.9	0.58	0.786	6	317
LOEDCI_13300	EF-W6	2578	397	RM__Type_I_S_02	1e-29	101.3	0.447	0.489	14	207
LOEDCI_13300	EF-W6	2578	397	RM__Type_I_S_52	2.2e-40	136.4	0.659	0.965	14	396
LOEDCI_13300	EF-W6	2578	397	RM__Type_I_S_04	2.3e-42	143.1	0.731	0.962	14	395
LOEDCI_13300	EF-W6	2578	397	RM__Type_I_S_01	1.0999999999999999e-44	150.2	0.525	0.902	13	370
LOEDCI_13300	EF-W6	2578	397	RM__Type_I_S_51	1.8e-55	185.6	0.808	0.99	4	396
LOEDCI_13305	EF-W6	2579	530	RM_Type_II__Type_II_MTases_FAM_10	4.3e-13	46.2	0.551	0.532	177	458
LOEDCI_13305	EF-W6	2579	530	RM_Type_II__Type_II_MTases_FAM_28	2.3e-13	46.9	0.417	0.481	186	440
LOEDCI_13305	EF-W6	2579	530	RM_Type_II__Type_II_MTases_FAM_6	2.1000000000000002e-20	70.2	0.431	0.468	187	434
LOEDCI_13305	EF-W6	2579	530	RM_Type_II__Type_II_MTases_FAM_14	2.8e-21	72.9	0.444	0.481	186	440
LOEDCI_13305	EF-W6	2579	530	RM_Type_II__Type_II_MTases_FAM_29	1.2e-21	74.2	0.563	0.638	167	504
LOEDCI_13305	EF-W6	2579	530	RM_Type_II__Type_II_MTases_FAM_13	1.0000000000000001e-21	74.5	0.434	0.492	164	424
LOEDCI_13305	EF-W6	2579	530	RM_Type_II__Type_II_MTases_FAM_33	3.5e-38	129.0	0.483	0.5	147	411
