#Annotated with Bakta v1.9.4, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	81188	81493	+	FNCLAJ_00370	12.3	6.6		RefSeq:WP_002356099.1, SO:0001217, UniParc:UPI00017A5C12, UniRef:UniRef100_A0A3N3GBV0, UniRef:UniRef50_R3JMI1, UniRef:UniRef90_S4CFQ0
contig_1	81509	81769	+	FNCLAJ_00375	9.8	9.9		RefSeq:WP_002391363.1, SO:0001217, UniParc:UPI00017A5C13, UniRef:UniRef100_A0A3N3KD89, UniRef:UniRef50_A0A931AY81, UniRef:UniRef90_S4FLP3
contig_1	83322	83501	+	FNCLAJ_00385	6.9	4.6		RefSeq:WP_002381345.1, SO:0001217, UniParc:UPI000005BCC6, UniRef:UniRef100_A0A640NC82, UniRef:UniRef50_A0A640NC82, UniRef:UniRef90_A0A640NC82
contig_1	128380	128475	-	FNCLAJ_00555	3.7	10.3		
contig_1	129800	130132	-	FNCLAJ_00565	12.9	9.6		RefSeq:WP_002385442.1, SO:0001217, UniParc:UPI00019F3428, UniRef:UniRef100_UPI00019F3428, UniRef:UniRef50_UPI00019F3428, UniRef:UniRef90_UPI00019F3428
contig_1	132362	132757	-	FNCLAJ_00580	15.2	4.7		RefSeq:WP_002391748.1, SO:0001217, UniParc:UPI0001D0CE25, UniRef:UniRef100_A0A125W748, UniRef:UniRef50_A0A125W748, UniRef:UniRef90_A0A125W748
contig_1	133058	133162	-	FNCLAJ_00585	4.0	11.8		
contig_1	136628	138058	+	FNCLAJ_00605	55.5	5.1		RefSeq:WP_002412927.1, SO:0001217, UniParc:UPI000207955A, UniRef:UniRef100_UPI000207955A, UniRef:UniRef50_UPI00157306F5, UniRef:UniRef90_UPI00157306F5
contig_1	249888	250025	+	FNCLAJ_01320	4.9	7.7		RefSeq:WP_002355203.1, SO:0001217, UniParc:UPI00019F6D6D, UniRef:UniRef100_A0A1J6XW10, UniRef:UniRef50_A0A1J6XW10, UniRef:UniRef90_A0A1J6XW10
contig_1	385205	385315	+	FNCLAJ_01955	4.0	6.5		SO:0001217, UniParc:UPI00032D9511, UniRef:UniRef100_A0A9P2X7I3, UniRef:UniRef50_A0A9P2X7I3, UniRef:UniRef90_A0A9P2X7I3
contig_1	386947	387054	+	FNCLAJ_01965	4.3	5.7		SO:0001217, UniParc:UPI00032E1B02, UniRef:UniRef100_A0A0M2AFJ1, UniRef:UniRef50_A0A0M2AFJ1, UniRef:UniRef90_A0A0M2AFJ1
contig_1	407982	408287	+	FNCLAJ_02085	11.2	5.3		RefSeq:WP_002364917.1, SO:0001217, UniParc:UPI00019F33F4, UniRef:UniRef100_A0A1X2NVQ0, UniRef:UniRef50_A0A7X9RIJ6, UniRef:UniRef90_A0A7X9RIJ6
contig_1	408281	408808	+	FNCLAJ_02090	20.6	4.9		RefSeq:WP_002363048.1, SO:0001217, UniParc:UPI00019F33F5, UniRef:UniRef100_A0A6I1LXS7, UniRef:UniRef50_A0A7X9RL06, UniRef:UniRef90_A0A6I1LXS7
contig_1	409403	409645	+	FNCLAJ_02100	9.6	6.3		RefSeq:WP_002363049.1, SO:0001217, UniParc:UPI00019F33F7, UniRef:UniRef100_A0A9P2MG94, UniRef:UniRef50_A0A125W6W1, UniRef:UniRef90_A0A9P2MG94
contig_1	416252	416554	+	FNCLAJ_02130	11.8	5.1		RefSeq:WP_002367825.1, SO:0001217, UniParc:UPI0001B2B9F7, UniRef:UniRef100_A0A7G7ITV0, UniRef:UniRef50_A0A1E5HD10, UniRef:UniRef90_A0A256BL68
contig_1	416885	417103	+	FNCLAJ_02135	8.8	8.9		SO:0001217, UniRef:UniRef50_R3JB40, UniRef:UniRef90_UPI00115A8CC6
contig_1	417932	418204	+	FNCLAJ_02150	10.4	10.2		RefSeq:WP_002363055.1, SO:0001217, UniParc:UPI00019F33FD, UniRef:UniRef100_A0A9P2HQ72, UniRef:UniRef50_R3WS95, UniRef:UniRef90_A0A9P2G9K1
contig_1	418237	418674	-	FNCLAJ_02155	16.2	7.9		RefSeq:WP_010717286.1, SO:0001217, UniParc:UPI0001FFC9D7, UniRef:UniRef100_A0A9P2HQU5, UniRef:UniRef50_A0A828QWH5, UniRef:UniRef90_A0A828QWH5
contig_1	430555	430677	+	FNCLAJ_02210	4.7	7.9		SO:0001217, UniParc:UPI00019F3407, UniRef:UniRef100_E2YYV5, UniRef:UniRef50_E2YYV5, UniRef:UniRef90_E2YYV5
contig_1	430822	431487	+	FNCLAJ_02215	26.3	4.5		RefSeq:WP_010711388.1, SO:0001217, UniParc:UPI00032E4012, UniRef:UniRef100_A0A9P2GBQ0, UniRef:UniRef50_Q83Z90, UniRef:UniRef90_Q83Z90
contig_1	493408	493557	-	FNCLAJ_02555	5.9	10.0		RefSeq:WP_002363111.1, SO:0001217, UniParc:UPI00019F34CB, UniRef:UniRef100_A0A9P2X5P9, UniRef:UniRef50_A0A366U591, UniRef:UniRef90_A0A059N374
contig_1	494118	494288	+	FNCLAJ_02560	6.8	9.0		RefSeq:WP_002384869.1, SO:0001217, UniParc:UPI00019F34CD, UniRef:UniRef100_A0A9P2GBJ3, UniRef:UniRef50_R3JU11, UniRef:UniRef90_R3JU11
contig_1	497258	497746	-	FNCLAJ_02590	19.0	10.7		
contig_1	498247	499188	+	FNCLAJ_02600	35.9	9.8		SO:0001217, UniRef:UniRef50_UPI001F5B2189, UniRef:UniRef90_UPI002670BCE8
contig_1	527508	527834	-	FNCLAJ_02730	12.2	5.3		SO:0001217, UniParc:UPI000005BEC0, UniRef:UniRef100_A0A7H0FSP6, UniRef:UniRef50_R3H3G3, UniRef:UniRef90_V7ZPU3
contig_1	527964	528242	+	FNCLAJ_02735	11.0	5.4		SO:0001217, UniParc:UPI0001B1DAF4, UniRef:UniRef100_A0A828QQ02, UniRef:UniRef50_E2YXJ8, UniRef:UniRef90_E2YXJ8
contig_1	533229	533330	+	FNCLAJ_02765	3.7	8.2		
contig_1	593008	593199	+	FNCLAJ_03040	7.3	4.5		RefSeq:WP_002366170.1, SO:0001217, UniParc:UPI000005BEF6, UniRef:UniRef100_A0A8S6XGD2, UniRef:UniRef50_S4C8I0, UniRef:UniRef90_S4C8I0
contig_1	726575	726823	+	FNCLAJ_03655	9.2	9.2		RefSeq:WP_002355713.1, SO:0001217, UniParc:UPI000005BF6C, UniRef:UniRef100_A0A1J6XK58, UniRef:UniRef50_S4CC02, UniRef:UniRef90_S4CC02
contig_1	738040	738306	-	FNCLAJ_03710	10.6	10.5		SO:0001217, UniParc:UPI0001B2B6DE, UniRef:UniRef100_A0A125W9W5, UniRef:UniRef50_E2YXS3, UniRef:UniRef90_E2YXS3
contig_1	746487	746717	+	FNCLAJ_03755	9.0	8.9		RefSeq:WP_002355737.1, SO:0001217, UniParc:UPI000005BF82, UniRef:UniRef100_A0A640MS20, UniRef:UniRef50_V7ZJA2, UniRef:UniRef90_V7ZJA2
contig_1	819573	819797	+	FNCLAJ_04080	8.4	5.1		RefSeq:WP_002355808.1, SO:0001217, UniParc:UPI000005BFC2, UniRef:UniRef100_A0A1B4XM85, UniRef:UniRef50_A0A1B4XM85, UniRef:UniRef90_A0A1B4XM85
contig_1	826339	826560	+	FNCLAJ_04110	8.7	10.0		RefSeq:WP_002355814.1, SO:0001217, UniParc:UPI00019F6D16, UniRef:UniRef100_V7ZK61, UniRef:UniRef50_A0A2W4B268, UniRef:UniRef90_V7ZK61
contig_1	859187	859399	+	FNCLAJ_04280	8.0	4.7		RefSeq:WP_002355859.1, SO:0001217, UniParc:UPI00019F6D81, UniRef:UniRef100_A0A125WA57, UniRef:UniRef50_A0A125WA57, UniRef:UniRef90_A0A125WA57
contig_1	859869	860147	+	FNCLAJ_04290	10.5	9.1		RefSeq:WP_002355861.1, SO:0001217, UniParc:UPI00019F6D83, UniRef:UniRef100_A0A9P2NF80, UniRef:UniRef50_R3I9Y6, UniRef:UniRef90_R3I9Y6
contig_1	912046	912165	+	FNCLAJ_04580	4.5	10.4		SO:0001217, UniParc:UPI000005C01F, UniRef:UniRef100_X5NW01, UniRef:UniRef50_V7ZRN6, UniRef:UniRef90_V7ZRN6
contig_1	955532	955792	-	FNCLAJ_04810	9.7	5.0		RefSeq:WP_002363651.1, SO:0001217, UniParc:UPI0001B259EA, UniRef:UniRef100_A0A1J6XXB9, UniRef:UniRef50_S4BP43, UniRef:UniRef90_S4BP43
contig_1	970856	971002	-	FNCLAJ_04880	5.4	9.8		RefSeq:WP_002384758.1, SO:0001217, UniParc:UPI00019F323E, UniRef:UniRef100_A0A1Q8J6D0, UniRef:UniRef50_A0A1Q8J6D0, UniRef:UniRef90_A0A1Q8J6D0
contig_1	977714	977977	+	FNCLAJ_04915	10.1	5.6		RefSeq:WP_002388837.1, SO:0001217, UniParc:UPI0001A5C2E4, UniRef:UniRef100_A0A8S6XIT9, UniRef:UniRef50_S0J5N6, UniRef:UniRef90_S4C1B1
contig_1	980639	980923	+	FNCLAJ_04935	10.8	9.6		SO:0001217, UniRef:UniRef50_R3JM95, UniRef:UniRef90_R3JM95
contig_1	982485	982874	+	FNCLAJ_04945	15.2	5.0		RefSeq:WP_002358138.1, SO:0001217, UniParc:UPI00019F6B32, UniRef:UniRef100_A0A1B4XMM4, UniRef:UniRef50_A0A1B4XMM4, UniRef:UniRef90_A0A1B4XMM4
contig_1	983161	983466	+	FNCLAJ_04960	11.8	4.8		RefSeq:WP_002358136.1, SO:0001217, UniParc:UPI000005C059, UniRef:UniRef100_A0A640MMY1, UniRef:UniRef50_A0A2P6BDP4, UniRef:UniRef90_A0A2P6BDP4
contig_1	995974	996267	-	FNCLAJ_05015	11.6	10.2		RefSeq:WP_002358125.1, SO:0001217, UniParc:UPI000005C063, UniRef:UniRef100_A0A640MNA2, UniRef:UniRef50_E2YVK6, UniRef:UniRef90_E2YVK6
contig_1	998160	999083	+	FNCLAJ_05030	35.2	5.2		RefSeq:WP_002365487.1, SO:0001217, UniParc:UPI0001B2B4B4, UniRef:UniRef100_A0A9P2JZ22, UniRef:UniRef50_A0A9P2JZ22, UniRef:UniRef90_A0A9P2JZ22
contig_1	1040904	1041266	+	FNCLAJ_05220	13.9	10.0		RefSeq:WP_002358008.1, SO:0001217, UniParc:UPI00019C7402, UniRef:UniRef100_A0A1G1SEU0, UniRef:UniRef50_E2YVQ1, UniRef:UniRef90_S4CBY1
contig_1	1111459	1112541	+	FNCLAJ_05580	42.3	9.0	PF01011.25|PQQ	PFAM:PF01011.25, RefSeq:WP_002357921.1, SO:0001217, UniParc:UPI000005C0D8, UniRef:UniRef100_A0A226YIY0, UniRef:UniRef50_A0A4V1G7Z3, UniRef:UniRef90_A0A226YIY0
contig_1	1113726	1114028	+	FNCLAJ_05590	11.5	5.3		SO:0001217, UniParc:UPI0001B2B5E1, UniRef:UniRef100_A0A125W8K5, UniRef:UniRef50_A0A125W8K5, UniRef:UniRef90_A0A125W8K5
contig_1	1127774	1127869	+	FNCLAJ_05655	3.5	9.3		SO:0001217, UniParc:UPI00019C6B39, UniRef:UniRef100_A0A1J6Z1P8, UniRef:UniRef50_A0A1J6Z1P8, UniRef:UniRef90_A0A1J6Z1P8
contig_1	1149372	1150043	+	FNCLAJ_05750	24.9	5.5		SO:0001217, UniParc:UPI000005C0FA, UniRef:UniRef100_A0A640MIZ3, UniRef:UniRef50_R3I970, UniRef:UniRef90_R3I970
contig_1	1150107	1150214	+	FNCLAJ_05755	4.0	11.1		SO:0001217, UniParc:UPI000005C0FB, UniRef:UniRef100_A0A1G1SEJ2, UniRef:UniRef50_A0A1G1SEJ2, UniRef:UniRef90_A0A1G1SEJ2
contig_1	1156719	1156925	+	FNCLAJ_05795	7.5	9.5		RefSeq:WP_002357875.1, SO:0001217, UniParc:UPI000005C0FF, UniRef:UniRef100_A0A640MJ30, UniRef:UniRef50_A0A828QTV7, UniRef:UniRef90_A0A828QTV7
contig_1	1176230	1176460	+	FNCLAJ_05880	9.1	10.1		RefSeq:WP_010711319.1, SO:0001217, UniParc:UPI0003309BA4, UniRef:UniRef100_UPI0003309BA4, UniRef:UniRef50_R3KL61, UniRef:UniRef90_A0A4U3MTT0
contig_1	1224600	1224779	+	FNCLAJ_06140	6.9	10.0		RefSeq:WP_002357804.1, SO:0001217, UniParc:UPI000005C140, UniRef:UniRef100_A0A9P2GE36, UniRef:UniRef50_R2QVI8, UniRef:UniRef90_A0A9P2GE36
contig_1	1245221	1245928	+	FNCLAJ_06215	27.0	9.6		RefSeq:WP_002365574.1, SO:0001217, UniParc:UPI0001B2B53E, UniRef:UniRef100_A0A125W2G5, UniRef:UniRef50_A0A125W2G5, UniRef:UniRef90_A0A125W2G5
contig_1	1245943	1246347	+	FNCLAJ_06220	13.4	10.2		RefSeq:WP_002365575.1, SO:0001217, UniParc:UPI0001B2B53F, UniRef:UniRef100_A0A125W1T3, UniRef:UniRef50_A0A125W1T3, UniRef:UniRef90_A0A125W1T3
contig_1	1292707	1293018	-	FNCLAJ_06430	12.2	9.4		RefSeq:WP_002357740.1, SO:0001217, UniParc:UPI000005C172, UniRef:UniRef100_A0A1B4XNH6, UniRef:UniRef50_E2YWZ3, UniRef:UniRef90_E2YWZ3
contig_1	1385640	1385942	+	FNCLAJ_06845	11.3	9.1		RefSeq:WP_002363933.1, SO:0001217, UniParc:UPI000005C209, UniRef:UniRef100_A0A226YIR1, UniRef:UniRef50_S4D842, UniRef:UniRef90_S4D842
contig_1	1423668	1423862	+	FNCLAJ_07050	7.5	9.8		RefSeq:WP_002357574.1, SO:0001217, UniParc:UPI000005C232, UniRef:UniRef100_A0A1B4XNW2, UniRef:UniRef50_A0A1B4XNW2, UniRef:UniRef90_A0A1B4XNW2
contig_1	1520002	1520700	-	FNCLAJ_07485	28.1	5.1		RefSeq:WP_002365705.1, SO:0001217, UniParc:UPI0001B2B70F, UniRef:UniRef100_A0A125W5U8, UniRef:UniRef50_S4BW71, UniRef:UniRef90_E2YUR3
contig_1	1686227	1686424	-	FNCLAJ_08325	7.4	9.7		RefSeq:WP_002371962.1, SO:0001217, UniParc:UPI0001B2E24A, UniRef:UniRef100_A0A8S6XLB4, UniRef:UniRef50_A0A8S6XLB4, UniRef:UniRef90_A0A8S6XLB4
contig_1	1689741	1690028	-	FNCLAJ_08350	11.1	9.0		SO:0001217, UniParc:UPI0001E1965B, UniRef:UniRef100_A0A5Q0ESU9, UniRef:UniRef50_A0A2P6BN48, UniRef:UniRef90_A0A5Q0ESU9
contig_1	1690055	1690747	-	FNCLAJ_08355	25.1	8.5		RefSeq:WP_002391270.1, SO:0001217, UniParc:UPI0001D0CC96, UniRef:UniRef100_A0A9Q8TZR1, UniRef:UniRef50_A0A9P2K0J8, UniRef:UniRef90_A0A9P2K0J8
contig_1	1724647	1725003	+	FNCLAJ_08515	14.2	4.8		RefSeq:WP_002365807.1, SO:0001217, UniParc:UPI0001A5BE0E, UniRef:UniRef100_A0A9Q7NI52, UniRef:UniRef50_A0A8S6XM11, UniRef:UniRef90_A0A8S6XM11
contig_1	1771673	1771798	+	FNCLAJ_08760	4.8	6.5		RefSeq:WP_002357058.1, SO:0001217, UniParc:UPI00019F38E6, UniRef:UniRef100_A0A226YGA6, UniRef:UniRef50_A0A2S7M0K0, UniRef:UniRef90_A0A2S7M0K0
contig_1	1773753	1773998	-	FNCLAJ_08775	9.3	9.5		SO:0001217, UniRef:UniRef50_R3KYS2, UniRef:UniRef90_R3KYS2
contig_1	1786936	1787241	-	FNCLAJ_08835	12.3	8.9		RefSeq:WP_002364305.1, SO:0001217, UniParc:UPI0001B2B011, UniRef:UniRef100_A0A1X3AJV1, UniRef:UniRef50_A0A1X3AJV1, UniRef:UniRef90_A0A1X3AJV1
contig_1	1796607	1797056	-	FNCLAJ_08910	17.4	7.8		RefSeq:WP_002378459.1, SO:0001217, UniParc:UPI0001B2EBF7, UniRef:UniRef100_A0A8S6XKC3, UniRef:UniRef50_A0A242D233, UniRef:UniRef90_A0A8S6XKC3
contig_1	1797086	1797994	-	FNCLAJ_08915	34.7	8.2		RefSeq:WP_002378460.1, SO:0001217, UniParc:UPI0001B2EBF8, UniRef:UniRef100_A0A8S6XG57, UniRef:UniRef50_A0A8X8KKT2, UniRef:UniRef90_A0A8S6XG57
contig_1	1801293	1801493	-	FNCLAJ_08940	7.6	5.8		RefSeq:WP_002357010.1, SO:0001217, UniParc:UPI000005C3CA, UniRef:UniRef100_A0A2T5D508, UniRef:UniRef50_A0A125W3G0, UniRef:UniRef90_A0A125W3G0
contig_1	1802871	1803188	-	FNCLAJ_08955	12.0	4.3		RefSeq:WP_002357007.1, SO:0001217, UniParc:UPI00019F68FF, UniRef:UniRef100_A0A8S6XKD0, UniRef:UniRef50_A0A7H0FKY6, UniRef:UniRef90_A0A7H0FKY6
contig_1	1803417	1803962	+	FNCLAJ_08960	20.9	9.2		SO:0001217, UniRef:UniRef50_S4C8X8, UniRef:UniRef90_S4C8X8
contig_1	1803943	1804149	-	FNCLAJ_08965	7.6	6.0		SO:0001217, UniRef:UniRef50_A0A9P2G9P2, UniRef:UniRef90_A0A9P2G9P2
contig_1	1854264	1854443	+	FNCLAJ_09210	7.0	9.2		RefSeq:WP_002383739.1, SO:0001217, UniParc:UPI00019C71D2, UniRef:UniRef100_A0A1Q1FVE3, UniRef:UniRef50_S4FLL7, UniRef:UniRef90_S4FLL7
contig_1	1855672	1855962	-	FNCLAJ_09220	10.7	4.1		RefSeq:WP_002359936.1, SO:0001217, UniParc:UPI0001B1E02C, UniRef:UniRef100_A0A1G1SF24, UniRef:UniRef50_S0KEY0, UniRef:UniRef90_S4FTJ4
contig_1	1892407	1892610	-	FNCLAJ_09350	8.0	5.2	PF04991.17|LicD	PFAM:PF04991.17, SO:0001217, UniParc:UPI00019F6DD7, UniRef:UniRef100_A0A125W3U2, UniRef:UniRef50_A0A125W3U2, UniRef:UniRef90_A0A125W3U2
contig_1	1944039	1944275	+	FNCLAJ_09590	8.6	8.7		
contig_1	1988862	1989080	-	FNCLAJ_09770	7.6	4.9		SO:0001217, UniParc:UPI00019F6CD8, UniRef:UniRef100_A0A1B4XQA3, UniRef:UniRef50_Q831X7, UniRef:UniRef90_Q831X7
contig_1	1996969	1998345	-	FNCLAJ_09805	52.9	4.9		RefSeq:WP_002385773.1, SO:0001217, UniParc:UPI00019F6CD3, UniRef:UniRef100_A0A9P2LML1, UniRef:UniRef50_R3GVK0, UniRef:UniRef90_R3GVK0
contig_1	2013945	2015693	-	FNCLAJ_09860	68.2	7.5		RefSeq:WP_002402565.1, SO:0001217, UniParc:UPI0001E19C87, UniRef:UniRef100_A0A125W294, UniRef:UniRef50_A0A125W294, UniRef:UniRef90_A0A125W294
contig_1	2108870	2109097	-	FNCLAJ_10310	8.6	5.0		RefSeq:WP_002356649.1, SO:0001217, UniParc:UPI00019F6BDD, UniRef:UniRef100_A0A1J6XWS4, UniRef:UniRef50_A0A1J6XWS4, UniRef:UniRef90_A0A1J6XWS4
contig_1	2211576	2211752	+	FNCLAJ_10800	6.8	10.2		RefSeq:WP_002356530.1, SO:0001217, UniParc:UPI000005C607, UniRef:UniRef100_X5NYD7, UniRef:UniRef50_A0A1E5KTQ8, UniRef:UniRef90_X5NYD7
contig_1	2267976	2268584	-	FNCLAJ_11060	22.1	4.5		
contig_1	2455364	2455588	-	FNCLAJ_12005	8.7	10.1		RefSeq:WP_002371406.1, SO:0001217, UniParc:UPI0001B2DE2C, UniRef:UniRef100_E2YST4, UniRef:UniRef50_Q839K3, UniRef:UniRef90_E2YST4
contig_1	2461405	2461506	+	FNCLAJ_12025	3.7	6.0		
contig_1	2461508	2461816	+	FNCLAJ_12030	11.6	9.5		RefSeq:WP_002371413.1, SO:0001217, UniParc:UPI0001B2DE30, UniRef:UniRef100_S4CF18, UniRef:UniRef50_S4CF18, UniRef:UniRef90_S4CF18
contig_1	2463484	2463951	-	FNCLAJ_12050	18.4	6.5		RefSeq:WP_002380870.1, SO:0001217, UniParc:UPI0001B2F01C, UniRef:UniRef100_E2YSU3, UniRef:UniRef50_Q831I6, UniRef:UniRef90_Q831I6
contig_1	2474203	2474517	-	FNCLAJ_12110	12.8	5.2		RefSeq:WP_002371431.1, SO:0001217, UniParc:UPI0001B2DE40, UniRef:UniRef100_UPI0001B2DE40, UniRef:UniRef50_S4C405, UniRef:UniRef90_S4C405
contig_1	2474916	2475104	+	FNCLAJ_12120	7.3	5.2		RefSeq:WP_002371434.1, SO:0001217, UniParc:UPI0001B2DE42, UniRef:UniRef100_A0A9P2K0K9, UniRef:UniRef50_S4DAJ7, UniRef:UniRef90_S4DAJ7
contig_1	2476102	2476353	-	FNCLAJ_12135	10.0	10.0		RefSeq:WP_002365227.1, SO:0001217, UniParc:UPI0001B2B5A2, UniRef:UniRef100_S4C4G5, UniRef:UniRef50_Q831G7, UniRef:UniRef90_Q831G7
contig_1	2484617	2484844	-	FNCLAJ_12190	8.6	8.0		RefSeq:WP_002371725.1, SO:0001217, UniParc:UPI0001B2DE5C, UniRef:UniRef100_UPI0001B2DE5C, UniRef:UniRef50_A0A059N5S0, UniRef:UniRef90_A0A9P2JVF5
contig_1	2485420	2485671	+	FNCLAJ_12200	10.0	9.4		SO:0001217, UniRef:UniRef50_E2YSX4, UniRef:UniRef90_E2YSX4
contig_1	2487310	2487597	-	FNCLAJ_12215	11.3	9.3		SO:0001217, UniRef:UniRef50_A0A0M2A8L0, UniRef:UniRef90_A0A0M2A8L0
