replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
EF-W2	PMCJLP_02845	cas9_II-A_II-B_II-C_3	538	CasFinder/CAS_Class2-Subtype-II-A	EF-W2_CAS_Class2-Subtype-II-A_9	1	1	1.0	4.0	1	cas9_II-A_II-B_II-C_3	accessory	1337	0.0	1102.3	0.998	0.999	1	1335		EF-W2_CAS_Class2-Type-II_10,EF-W2_CAS_Cluster_11	Cas	CAS_Class2-Subtype-II-A	Defense
EF-W2	PMCJLP_02850	cas1_I_II_III_IV_V_VI_5	539	CasFinder/CAS_Class2-Subtype-II-A	EF-W2_CAS_Class2-Subtype-II-A_9	1	1	1.0	4.0	1	cas1_I_II_III_IV_V_VI_5	accessory	288	1.8e-97	323.1	0.996	0.934	3	271		EF-W2_CAS_Class2-Type-II_10,EF-W2_CAS_Cluster_11	Cas	CAS_Class2-Subtype-II-A	Defense
EF-W2	PMCJLP_02855	cas2_I_II_III_IV_V_VI_6	540	CasFinder/CAS_Class2-Subtype-II-A	EF-W2_CAS_Class2-Subtype-II-A_9	1	1	1.0	4.0	1	cas2_I_II_III_IV_V_VI_6	accessory	109	1.4e-46	154.9	0.957	0.991	1	108		EF-W2_CAS_Class2-Type-II_10,EF-W2_CAS_Cluster_11	Cas	CAS_Class2-Subtype-II-A	Defense
EF-W2	PMCJLP_02860	csn2_II-A_4	541	CasFinder/CAS_Class2-Subtype-II-A	EF-W2_CAS_Class2-Subtype-II-A_9	1	1	1.0	4.0	1	csn2_II-A_4	mandatory	219	3.2e-107	354.5	1.0	0.995	1	218		EF-W2_CAS_Class2-Type-II_10,EF-W2_CAS_Cluster_11	Cas	CAS_Class2-Subtype-II-A	Defense
EF-W2	PMCJLP_08630	SpbK__SpbK	1662	defense-finder-models/DefenseFinder/SpbK/SpbK	EF-W2_SpbK_6	1	1	1.0	1.0	1	SpbK__SpbK	mandatory	274	9e-48	160.9	0.448	0.613	3	170			SpbK	SpbK	Defense
EF-W2	PMCJLP_09585	AbiU__AbiU	1850	defense-finder-models/DefenseFinder/AbiU/AbiU	EF-W2_AbiU_2	1	1	1.0	1.0	1	AbiU__AbiU	mandatory	411	1.3000000000000001e-37	127.0	0.683	0.959	16	409			AbiU	AbiU	Defense
EF-W2	PMCJLP_09590	Mokosh_type_I__MkoB_B	1851	defense-finder-models/DefenseFinder/Mokosh/Mokosh_Type_I_B	EF-W2_Mokosh_Type_I_B_4	1	1	1.0	2.0	1	Mokosh_type_I__MkoB_B	mandatory	582	9.8e-58	193.2	0.965	0.732	5	430		EF-W2_Mokosh_Type_I_3	Mokosh	Mokosh_Type_I_B	Defense
EF-W2	PMCJLP_09600	Mokosh_type_I__MkoA_B	1853	defense-finder-models/DefenseFinder/Mokosh/Mokosh_Type_I_B	EF-W2_Mokosh_Type_I_B_4	1	1	1.0	2.0	1	Mokosh_type_I__MkoA_B	mandatory	806	6.3e-155	515.2	0.611	0.854	7	694		EF-W2_Mokosh_Type_I_3	Mokosh	Mokosh_Type_I_B	Defense
EF-W2	PMCJLP_12235	RM__Type_I_REases_FAM_0.einsi_trimmed	2371	defense-finder-models/RM/RM/RM_Type_I	EF-W2_RM_Type_I_8	1	1	1.0	3.0	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1047	4e-181	602.1	0.838	0.909	5	956		EF-W2_PrrC_7	RM	RM_Type_I	Defense
EF-W2	PMCJLP_12240	RM__Type_I_S_51	2372	defense-finder-models/RM/RM/RM_Type_I	EF-W2_RM_Type_I_8	1	1	1.0	3.0	1	RM__Type_I_S_01	mandatory	383	7.7e-46	153.8	0.542	0.668	127	382		EF-W2_PrrC_7	RM	RM_Type_I	Defense
EF-W2	PMCJLP_12250	RM__Type_I_S_51	2374	defense-finder-models/RM/RM/RM_Type_I	EF-W2_RM_Type_I_8	1	1	1.0	3.0	1	RM__Type_I_S_01	mandatory	396	3.5e-38	128.5	0.808	0.99	4	395		EF-W2_PrrC_7	RM	RM_Type_I	Defense
EF-W2	PMCJLP_12255	RM__Type_I_MTases_FAM_0	2375	defense-finder-models/RM/RM/RM_Type_I	EF-W2_RM_Type_I_8	1	1	1.0	3.0	1	RM__Type_I_MTases_FAM_0	mandatory	303	2.8e-110	367.0	0.584	0.944	1	286		EF-W2_PrrC_7	RM	RM_Type_I	Defense
EF-W2	PMCJLP_13750	RosmerTA__RmrA_2623274509	2665	defense-finder-models/DefenseFinder/RosmerTA/RosmerTA	EF-W2_RosmerTA_5	1	1	1.0	2.0	1	RosmerTA__RmrA_2585209417	mandatory	379	6.1e-110	364.8	0.93	0.939	6	361			RosmerTA	RosmerTA	Defense
EF-W2	PMCJLP_13755	RosmerTA__RmrT_2677172838	2666	defense-finder-models/DefenseFinder/RosmerTA/RosmerTA	EF-W2_RosmerTA_5	1	1	1.0	2.0	1	RosmerTA__RmrT_2585209417	mandatory	221	7.000000000000001e-23	78.5	0.789	0.81	3	181			RosmerTA	RosmerTA	Defense
EF-W2	PMCJLP_14370	AbiJ__AbiJ	2774	defense-finder-models/DefenseFinder/AbiJ/AbiJ	EF-W2_AbiJ_1	1	1	1.0	1.0	1	AbiJ__AbiJ	mandatory	260	6.2e-22	75.7	0.454	0.538	112	251			AbiJ	AbiJ	Defense
