hit_id	replicon	hit_pos	hit_sequence_length	gene_name	i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
LIMHLO_00160	CI-8050	32	311	WYL_I_II_III_IV_V_VI_4	1.8000000000000002e-25	87.2	0.983	0.534	139	304
LIMHLO_00160	CI-8050	32	311	WYL_I_II_III_IV_V_VI_1	9.9e-47	157.1	0.987	0.997	1	310
LIMHLO_01420	CI-8050	256	381	Dnd__DndA	3.3e-100	332.8	0.979	0.966	2	369
LIMHLO_01870	CI-8050	345	481	DISARM__drmC	2.1e-17	60.7	0.747	0.395	258	447
LIMHLO_02235	CI-8050	417	746	Dodola__DolB	5.4e-23	78.8	0.507	0.271	392	593
LIMHLO_02300	CI-8050	430	752	Gabija__GajB_3	1.1e-16	58.2	0.663	0.382	27	313
LIMHLO_02300	CI-8050	430	752	Gabija__GajB_1	5e-41	138.2	0.921	0.809	15	622
LIMHLO_02300	CI-8050	430	752	UG35__UvrD	5.299999999999999e-103	342.8	0.53	0.576	11	443
LIMHLO_02300	CI-8050	430	752	Gabija__GajB_2	2.1999999999999998e-112	373.6	0.774	0.876	4	662
LIMHLO_02825	CI-8050	532	113	MazEF__MazF	1.5e-09	34.9	0.919	0.956	4	111
LIMHLO_02940	CI-8050	554	125	MazEF__MazF	7e-08	29.5	0.694	0.664	4	86
LIMHLO_03060	CI-8050	577	882	UG9__DNA_pol	3.6e-37	125.6	0.754	0.469	457	870
LIMHLO_03325	CI-8050	630	732	Gabija__GajB_3	4.2e-10	36.5	0.593	0.299	498	716
LIMHLO_03330	CI-8050	631	256	Gao_Qat__QatD	2.8e-13	46.9	0.937	0.965	4	250
LIMHLO_04305	CI-8050	806	1264	Gabija__GajB_2	1.2e-58	196.3	0.749	0.732	13	937
LIMHLO_05930	CI-8050	1127	628	UG6__DnaG	1.2e-37	126.9	0.846	0.484	34	337
LIMHLO_06040	CI-8050	1149	478	PsyrTA__PsyrT	6.9e-95	315.8	0.682	0.921	4	443
LIMHLO_06325	CI-8050	1205	486	DISARM__drmC	1.1e-11	41.9	0.547	0.286	322	460
LIMHLO_06525	CI-8050	1245	287	PsyrTA__PsyrA	6e-35	118.1	0.543	0.746	65	278
LIMHLO_06525	CI-8050	1245	287	ShosTA__ShosA	2.4e-65	217.8	0.894	0.941	13	282
LIMHLO_06605	CI-8050	1261	142	Lamassu-Fam__LmuC_acc_Lipase	1.3e-05	21.9	0.47	0.577	59	140
LIMHLO_07030	CI-8050	1346	352	csn2_II-A_9	1.6e-05	21.2	0.583	0.602	44	255
LIMHLO_07030	CI-8050	1346	352	csn2_II-A_5	8.1e-102	337.8	0.997	0.974	3	345
LIMHLO_07035	CI-8050	1347	99	cas2_I_II_III_IV_V_VI_13	2.5e-12	44.0	0.944	0.737	2	74
LIMHLO_07035	CI-8050	1347	99	cas2_I_II_III_IV_V_VI_11	1.5e-24	83.4	0.842	0.859	1	85
LIMHLO_07035	CI-8050	1347	99	cas2_I_II_III_IV_V_VI_6	8.000000000000001e-28	94.2	0.828	0.97	2	97
LIMHLO_07040	CI-8050	1348	304	cas1_I_II_III_IV_V_VI_2	4.799999999999999e-22	75.6	0.923	0.724	7	226
LIMHLO_07040	CI-8050	1348	304	cas1_I_II_III_IV_V_VI_10	5.4000000000000005e-30	101.7	0.887	0.76	8	238
