system.number,seqid,system,target.name,hmm.accession,hmm.name,protein.name,full.seq.E.value,domain.iE.value,target.coverage,hmm.coverage,start,end,strand,target.description,relative.position,contig.end,all.domains,best.hits
7,contig_1,PDC-M49,contig_1_395,PDLC04680,PDC-M49A_WP_019767927.1,PDC-M49A,2.0999999999999986e-263,2.3999999999999986e-263,0.997,0.999,414229,416271,+,-,395,2786,"PDLC04678,PDC-M49A_WP_210134610.1, 1, 5e-103, 0.994, 0.994 | PDLC04679,PDC-M49A_WP_110115356.1, 1, 2.4e-37, 0.771, 0.983 | PDLC04680,PDC-M49A_WP_019767927.1, 1, 2.4e-263, 0.997, 0.999","PDLC04680, PDC-M49A_WP_019767927.1, 2.4e-263, 0.997, 0.999 | PDLC04678, PDC-M49A_WP_210134610.1, 5e-103, 0.994, 0.994 | PDLC04679, PDC-M49A_WP_110115356.1, 2.4e-37, 0.771, 0.983"
7,contig_1,PDC-M49,contig_1_396,PDLC04682,PDC-M49B_WP_147610291.1,PDC-M49B,2.8e-31,3.0999999999999996e-31,0.96,0.969,416252,416554,+,-,396,2786,"PDLC04681,PDC-M49B_WP_049553758.1, 1, 2.5e-05, 0.901, 0.957 | PDLC04682,PDC-M49B_WP_147610291.1, 1, 3.1e-31, 0.96, 0.969 | PDLC04683,PDC-M49B_WP_013498935.1, 1, 1.3e-17, 0.96, 0.711","PDLC04682, PDC-M49B_WP_147610291.1, 3.1e-31, 0.96, 0.969 | PDLC04683, PDC-M49B_WP_013498935.1, 1.3e-17, 0.96, 0.711 | PDLC04681, PDC-M49B_WP_049553758.1, 2.5e-05, 0.901, 0.957"
9,contig_1,cas_type_II-A,contig_1_538,PDLC00975,cas9_maka_4_II,Cas9,0,0,0.997,0.997,548511,552524,+,-,538,2786,"PDLC01256,cd09643, 1, 7.9e-243, 0.779, 0.997 | PDLC01580,mkCas0193, 1, 4.9e-280, 0.997, 0.997 | PDLC00973,cas_Csn1, 1, 2.4e-283, 0.779, 0.996 | PDLC01104,icity0002, 1, 2.1e-06, 0.735, 0.644 | PDLC01104,icity0002, 2, 2e-31, 0.104, 0.799 | PDLC01460,COG3513, 1, 1.1e-276, 0.996, 0.997 | PDLC00975,cas9_maka_4_II, 1, 0, 0.997, 0.997","PDLC00975, cas9_maka_4_II, 0, 0.997, 0.997 | PDLC00973, cas_Csn1, 2.4e-283, 0.779, 0.996 | PDLC01580, mkCas0193, 4.9e-280, 0.997, 0.997 | PDLC01460, COG3513, 1.1e-276, 0.996, 0.997 | PDLC01256, cd09643, 7.9e-243, 0.779, 0.997"
9,contig_1,cas_type_II-A,contig_1_539,PDLC02061,Cas1_II_WP_078484493.1,Cas1_II,1.9e-105,2.2999999999999997e-105,0.969,0.8,552525,553391,+,-,539,2786,"PDLC02061,Cas1_II_WP_078484493.1, 1, 2.3e-105, 0.969, 0.8 | PDLC02062,Cas1_II_WP_122951193.1, 1, 1.2e-13, 0.869, 0.883","PDLC02061, Cas1_II_WP_078484493.1, 2.3e-105, 0.969, 0.8 | PDLC02062, Cas1_II_WP_122951193.1, 1.2e-13, 0.869, 0.883"
9,contig_1,cas_type_II-A,contig_1_540,PDLC02068,Cas2_II_WP_167337171.1,Cas2_II,3.9999999999999995e-43,4.3e-43,0.973,0.752,553388,553717,+,-,540,2786,"PDLC02073,Cas2_II_WP_029776276.1, 1, 1.5e-30, 0.436, 0.98 | PDLC02072,Cas2_II_WP_038817100.1, 1, 3.5e-35, 0.636, 0.972 | PDLC02071,Cas2_II_WP_086428212.1, 1, 9.3e-30, 0.845, 0.969 | PDLC02068,Cas2_II_WP_167337171.1, 1, 4.3e-43, 0.973, 0.752 | PDLC02069,Cas2_II_WP_178005650.1, 1, 3.9e-25, 0.864, 0.738","PDLC02068, Cas2_II_WP_167337171.1, 4.3e-43, 0.973, 0.752 | PDLC02072, Cas2_II_WP_038817100.1, 3.5e-35, 0.636, 0.972 | PDLC02073, Cas2_II_WP_029776276.1, 1.5e-30, 0.436, 0.98 | PDLC02071, Cas2_II_WP_086428212.1, 9.3e-30, 0.845, 0.969 | PDLC02069, Cas2_II_WP_178005650.1, 3.9e-25, 0.864, 0.738"
9,contig_1,cas_type_II-A,contig_1_541,PDLC01371,cd09758,Csn2,4.799999999999999e-107,5.299999999999999e-107,0.982,0.991,553718,554377,+,-,541,2786,"PDLC02148,Csn2_WP_012290143.1, 1, 1e-11, 0.918, 0.921 | PDLC01257,cd09644, 1, 2.4e-29, 0.959, 0.982 | PDLC01180,icity0117, 1, 2.8e-07, 0.895, 0.865 | PDLC01023,cas_Csn2, 1, 1.3e-49, 0.945, 0.973 | PDLC02138,Csn2_WP_178467070.1, 1, 9.9e-11, 0.909, 0.89 | PDLC01380,cd12218, 1, 2.6e-13, 0.891, 0.895 | PDLC02139,Csn2_WP_057888294.1, 1, 7.4e-11, 0.668, 0.627 | PDLC02134,Csn2_WP_004694488.1, 1, 4.8e-09, 0.873, 0.857 | PDLC02121,Csn2_WP_159082072.1, 1, 6.6e-97, 0.982, 0.991 | PDLC02137,Csn2_WP_092874919.1, 1, 6.9e-16, 0.955, 0.977 | PDLC02123,Csn2_WP_164905698.1, 1, 4e-07, 0.868, 0.856 | PDLC01371,cd09758, 1, 5.3e-107, 0.982, 0.991 | PDLC02132,Csn2_WP_007147955.1, 1, 1.2e-07, 0.859, 0.855 | PDLC02127,Csn2_WP_092199373.1, 1, 2.3e-15, 0.932, 0.938 | PDLC02119,Csn2_WP_115483433.1, 1, 4.5e-30, 0.959, 0.982 | PDLC02131,Csn2_WP_060929450.1, 1, 3.5e-21, 0.891, 0.9 | PDLC02124,Csn2_WP_017261328.1, 1, 5.1e-10, 0.868, 0.86 | PDLC02143,Csn2_WP_120472926.1, 1, 2.3e-12, 0.741, 0.718 | PDLC01648,pfam09711, 1, 1e-61, 0.791, 0.989 | PDLC02140,Csn2_WP_154580455.1, 1, 2.2e-08, 0.895, 0.906 | PDLC02141,Csn2_WP_150280658.1, 1, 5.5e-14, 0.891, 0.877 | PDLC02144,Csn2_WP_117838586.1, 1, 6.5e-08, 0.905, 0.905 | PDLC02146,Csn2_WP_129637367.1, 1, 5.1e-09, 0.727, 0.697 | PDLC02147,Csn2_WP_022791452.1, 1, 1e-07, 0.877, 0.842","PDLC01371, cd09758, 5.3e-107, 0.982, 0.991 | PDLC02121, Csn2_WP_159082072.1, 6.6e-97, 0.982, 0.991 | PDLC01648, pfam09711, 1e-61, 0.791, 0.989 | PDLC01023, cas_Csn2, 1.3e-49, 0.945, 0.973 | PDLC02119, Csn2_WP_115483433.1, 4.5e-30, 0.959, 0.982"
5,contig_1,Mokosh_TypeI,contig_1_1901,PDLC03922,Mokosh_TypeI__MkoB,MkoB,2.0999999999999999e-41,4.9e-41,0.789,0.826,2013945,2015693,-,-,1901,2786,"PDLC03922,Mokosh_TypeI__MkoB, 1, 4.9e-41, 0.789, 0.826 | PDLC03923,Mokosh_TypeI__MkoB2, 1, 2.6e-06, 0.391, 0.507","PDLC03922, Mokosh_TypeI__MkoB, 4.9e-41, 0.789, 0.826 | PDLC03923, Mokosh_TypeI__MkoB2, 2.6e-06, 0.391, 0.507"
5,contig_1,Mokosh_TypeI,contig_1_1903,PDLC03920,Mokosh_TypeI__MkoA,MkoA,7.899999999999997e-130,1.0999999999999997e-129,0.978,0.732,2016444,2018864,-,-,1903,2786,"PDLC03921,Mokosh_TypeI__MkoA2, 1, 3.7e-22, 0.283, 0.149 | PDLC03921,Mokosh_TypeI__MkoA2, 2, 2.5e-31, 0.426, 0.217 | PDLC03921,Mokosh_TypeI__MkoA2, 3, 2.6e-18, 0.159, 0.081 | PDLC03920,Mokosh_TypeI__MkoA, 1, 1.1e-129, 0.978, 0.732","PDLC03920, Mokosh_TypeI__MkoA, 1.1e-129, 0.978, 0.732 | PDLC03921, Mokosh_TypeI__MkoA2, 2.5e-31, 0.426, 0.217"
2,contig_1,DMS_other,contig_1_2422,PDLC03046,REase_I_00007,REase_I,1.899999999999999e-263,2.5999999999999983e-263,0.953,0.957,2551280,2554423,-,-,2422,2786,"PDLC03043,REase_I_00004, 1, 490, 0.031, 0.102 | PDLC03043,REase_I_00004, 2, 1.5e-25, 0.153, 0.505 | PDLC03043,REase_I_00004, 3, 160, 0.022, 0.073 | PDLC03041,REase_I_00002, 1, 35, 0.082, 0.077 | PDLC03041,REase_I_00002, 2, 4.8e-16, 0.203, 0.17 | PDLC03041,REase_I_00002, 3, 1.4e-10, 0.054, 0.052 | PDLC03040,REase_I_00001, 1, 3.3e-43, 0.93, 0.879 | PDLC03044,REase_I_00005, 1, 1.9e-33, 0.596, 0.549 | PDLC03045,REase_I_00006, 1, 1.9e-71, 0.478, 0.483 | PDLC03045,REase_I_00006, 2, 3.1e-21, 0.135, 0.15 | PDLC03047,REase_I_00008, 1, 2.3e-06, 0.077, 0.075 | PDLC03047,REase_I_00008, 2, 17, 0.132, 0.114 | PDLC03047,REase_I_00008, 3, 33, 0.049, 0.047 | PDLC03046,REase_I_00007, 1, 2.6e-263, 0.953, 0.957 | PDLC02707,PbeA_00005, 1, 5.2e-13, 0.225, 0.311 | PDLC03048,REase_I_00009, 1, 1.4e-148, 0.934, 0.935","PDLC03046, REase_I_00007, 2.6e-263, 0.953, 0.957 | PDLC03048, REase_I_00009, 1.4e-148, 0.934, 0.935 | PDLC03045, REase_I_00006, 1.9e-71, 0.478, 0.483 | PDLC03040, REase_I_00001, 3.3e-43, 0.93, 0.879 | PDLC03044, REase_I_00005, 1.9e-33, 0.596, 0.549"
2,contig_1,DMS_other,contig_1_2423,PDLC03124,Specificity_I_00073,Specificity_I,5.4e-61,6.8e-61,0.985,0.964,2554469,2555638,+,-,2423,2786,"PDLC03122,Specificity_I_00071, 1, 0.00058, 0.254, 0.261 | PDLC03122,Specificity_I_00071, 2, 120, 0.059, 0.057 | PDLC03081,Specificity_I_00030, 1, 0.0086, 0.169, 0.16 | PDLC03081,Specificity_I_00030, 2, 0.032, 0.205, 0.194 | PDLC03057,Specificity_I_00006, 1, 1.6e-12, 0.844, 0.818 | PDLC03135,Specificity_I_00084, 1, 96, 0.162, 0.113 | PDLC03135,Specificity_I_00084, 2, 0.00041, 0.272, 0.183 | PDLC03069,Specificity_I_00018, 1, 1.3e-08, 0.326, 0.326 | PDLC03069,Specificity_I_00018, 2, 0.99, 0.218, 0.225 | PDLC03055,Specificity_I_00004, 1, 0.0014, 0.262, 0.257 | PDLC03055,Specificity_I_00004, 2, 62, 0.074, 0.072 | PDLC03096,Specificity_I_00045, 1, 0.00041, 0.338, 0.632 | PDLC03082,Specificity_I_00031, 1, 0.0069, 0.274, 0.293 | PDLC03082,Specificity_I_00031, 2, 3.1, 0.113, 0.12 | PDLC03054,Specificity_I_00003, 1, 2.6, 0.277, 0.264 | PDLC03054,Specificity_I_00003, 2, 1.2, 0.138, 0.135 | PDLC03068,Specificity_I_00017, 1, 2.4e-10, 0.479, 0.454 | PDLC03068,Specificity_I_00017, 2, 5.3e-10, 0.418, 0.449 | PDLC03134,Specificity_I_00083, 1, 3e-07, 0.592, 0.537 | PDLC03134,Specificity_I_00083, 2, 0.041, 0.149, 0.136 | PDLC03108,Specificity_I_00057, 1, 1.8e-11, 0.377, 0.332 | PDLC03108,Specificity_I_00057, 2, 0.00027, 0.218, 0.188 | PDLC03124,Specificity_I_00073, 1, 6.8e-61, 0.985, 0.964 | PDLC03118,Specificity_I_00067, 1, 1.5e-06, 0.515, 0.469 | PDLC03118,Specificity_I_00067, 2, 0.092, 0.19, 0.18 | PDLC03078,Specificity_I_00027, 1, 1.2e-49, 0.985, 0.967 | PDLC03087,Specificity_I_00036, 1, 1.2e-39, 0.982, 0.955 | PDLC03086,Specificity_I_00035, 1, 1.8e-05, 0.379, 0.321 | PDLC03086,Specificity_I_00035, 2, 0.00071, 0.215, 0.192 | PDLC03092,Specificity_I_00041, 1, 570, 0.033, 0.033 | PDLC03092,Specificity_I_00041, 2, 0.012, 0.205, 0.196 | PDLC03092,Specificity_I_00041, 3, 0.0019, 0.179, 0.176 | PDLC03079,Specificity_I_00028, 1, 6.1e-09, 0.974, 0.881 | PDLC03119,Specificity_I_00068, 1, 0.00033, 0.385, 0.366 | PDLC03119,Specificity_I_00068, 2, 0.00074, 0.249, 0.252 | PDLC03127,Specificity_I_00076, 1, 0.0011, 0.487, 0.343 | PDLC03127,Specificity_I_00076, 2, 70, 0.079, 0.051 | PDLC03090,Specificity_I_00039, 1, 3.9e-19, 0.967, 0.919 | PDLC03091,Specificity_I_00040, 1, 6.6e-06, 0.313, 0.285 | PDLC03085,Specificity_I_00034, 1, 1.8e-13, 0.287, 0.274 | PDLC03085,Specificity_I_00034, 2, 0.00059, 0.133, 0.126 | PDLC03169,Specificity_I_00118, 1, 4.7e-09, 0.405, 0.341 | PDLC03169,Specificity_I_00118, 2, 7.2, 0.108, 0.093 | PDLC03169,Specificity_I_00118, 3, 4e-04, 0.244, 0.217 | PDLC03154,Specificity_I_00103, 1, 8.9e-08, 0.4, 0.362 | PDLC03154,Specificity_I_00103, 2, 0.17, 0.182, 0.18 | PDLC03168,Specificity_I_00117, 1, 5e-07, 0.446, 0.368 | PDLC03168,Specificity_I_00117, 2, 2.5e-07, 0.277, 0.244 | PDLC03156,Specificity_I_00105, 1, 6.5e-13, 0.497, 0.453 | PDLC03156,Specificity_I_00105, 2, 44, 0.09, 0.092 | PDLC03156,Specificity_I_00105, 3, 0.22, 0.218, 0.189 | PDLC03194,Specificity_I_00143, 1, 48, 0.072, 0.072 | PDLC03194,Specificity_I_00143, 2, 0.0057, 0.251, 0.263 | PDLC03194,Specificity_I_00143, 3, 0.099, 0.231, 0.238 | PDLC03157,Specificity_I_00106, 1, 230, 0.11, 0.117 | PDLC03157,Specificity_I_00106, 2, 7.4e-08, 0.251, 0.27 | PDLC03147,Specificity_I_00096, 1, 0.00069, 0.364, 0.334 | PDLC03147,Specificity_I_00096, 2, 570, 0.097, 0.09 | PDLC03191,Specificity_I_00140, 1, 1.1e-05, 0.436, 0.388 | PDLC03191,Specificity_I_00140, 2, 89, 0.09, 0.099 | PDLC03185,Specificity_I_00134, 1, 1.4e-38, 0.492, 0.461 | PDLC03185,Specificity_I_00134, 2, 5.2e-32, 0.592, 0.61 | PDLC03152,Specificity_I_00101, 1, 0.0044, 0.233, 0.228 | PDLC03146,Specificity_I_00095, 1, 1.3e-23, 0.818, 0.802 | PDLC03144,Specificity_I_00093, 1, 1, 0.159, 0.155 | PDLC03144,Specificity_I_00093, 2, 0.025, 0.174, 0.18 | PDLC03178,Specificity_I_00127, 1, 1.6e-48, 0.985, 0.961 | PDLC03186,Specificity_I_00135, 1, 0.00063, 0.251, 0.239 | PDLC03186,Specificity_I_00135, 2, 34, 0.087, 0.081 | PDLC03192,Specificity_I_00141, 1, 0.013, 0.185, 0.177 | PDLC03192,Specificity_I_00141, 2, 46, 0.069, 0.065 | PDLC03179,Specificity_I_00128, 1, 4.2e-11, 0.467, 0.307 | PDLC03179,Specificity_I_00128, 2, 0.01, 0.369, 0.771 | PDLC03151,Specificity_I_00100, 1, 3.4, 0.231, 0.204 | PDLC03151,Specificity_I_00100, 2, 8.2e-10, 0.397, 0.364 | PDLC03148,Specificity_I_00097, 1, 0.0056, 0.279, 0.234 | PDLC03148,Specificity_I_00097, 2, 3.1, 0.105, 0.091 | PDLC03148,Specificity_I_00097, 3, 0.43, 0.105, 0.102 | PDLC03161,Specificity_I_00110, 1, 3.6, 0.231, 0.227 | PDLC03161,Specificity_I_00110, 2, 0.0049, 0.131, 0.126 | PDLC03175,Specificity_I_00124, 1, 3.8e-05, 0.326, 0.314 | PDLC03175,Specificity_I_00124, 2, 0.028, 0.297, 0.28 | PDLC03149,Specificity_I_00098, 1, 6.1e-05, 0.197, 0.2 | PDLC03149,Specificity_I_00098, 2, 3.2, 0.169, 0.17 | PDLC03163,Specificity_I_00112, 1, 0.00078, 0.231, 0.219 | PDLC03163,Specificity_I_00112, 2, 54, 0.079, 0.071 | PDLC03188,Specificity_I_00137, 1, 0.012, 0.264, 0.238 | PDLC03201,Specificity_I_00150, 1, 0.0057, 0.464, 0.876 | PDLC03201,Specificity_I_00150, 2, 490, 0.051, 0.104 | PDLC03201,Specificity_I_00150, 3, 3.2, 0.067, 0.129 | PDLC03189,Specificity_I_00138, 1, 0.00052, 0.469, 0.394 | PDLC03189,Specificity_I_00138, 2, 0.00039, 0.377, 0.342 | PDLC03172,Specificity_I_00121, 1, 2.1e-07, 0.467, 0.427 | PDLC03172,Specificity_I_00121, 2, 74, 0.064, 0.058 | PDLC03173,Specificity_I_00122, 1, 0.013, 0.223, 0.184 | PDLC03173,Specificity_I_00122, 2, 0.021, 0.297, 0.255 | PDLC03165,Specificity_I_00114, 1, 1.9e-35, 0.985, 0.959 | PDLC03158,Specificity_I_00107, 1, 0.0063, 0.333, 0.305 | PDLC03158,Specificity_I_00107, 2, 0.00014, 0.446, 0.395 | PDLC03164,Specificity_I_00113, 1, 3.5e-06, 0.341, 0.325 | PDLC03164,Specificity_I_00113, 2, 12, 0.397, 0.381 | PDLC03170,Specificity_I_00119, 1, 1.3e-10, 0.405, 0.357 | PDLC03170,Specificity_I_00119, 2, 410, 0.064, 0.057 | PDLC03103,Specificity_I_00052, 1, 3.4e-08, 0.446, 0.444 | PDLC03103,Specificity_I_00052, 2, 0.019, 0.208, 0.214 | PDLC03063,Specificity_I_00012, 1, 0.031, 0.459, 0.461 | PDLC03063,Specificity_I_00012, 2, 9.6e-05, 0.208, 0.214 | PDLC03077,Specificity_I_00026, 1, 3.2e-09, 0.405, 0.376 | PDLC03077,Specificity_I_00026, 2, 2.8, 0.182, 0.18 | PDLC03089,Specificity_I_00038, 1, 4.5e-10, 0.451, 0.39 | PDLC03089,Specificity_I_00038, 2, 7.4e-06, 0.403, 0.397 | PDLC03076,Specificity_I_00025, 1, 1.5e-05, 0.426, 0.332 | PDLC03076,Specificity_I_00025, 2, 6.3, 0.256, 0.209 | PDLC03102,Specificity_I_00051, 1, 0.0015, 0.221, 0.218 | PDLC03102,Specificity_I_00051, 2, 410, 0.059, 0.061 | PDLC03102,Specificity_I_00051, 3, 9.7e-05, 0.238, 0.242 | PDLC04137,mads_5, 1, 2.2e-21, 0.959, 0.977 | PDLC03100,Specificity_I_00049, 1, 3.5e-12, 0.5, 0.505 | PDLC03100,Specificity_I_00049, 2, 0.0074, 0.441, 0.497 | PDLC03114,Specificity_I_00063, 1, 18, 0.09, 0.085 | PDLC03114,Specificity_I_00063, 2, 0.044, 0.215, 0.21 | PDLC03074,Specificity_I_00023, 1, 270, 0.121, 0.118 | PDLC03074,Specificity_I_00023, 2, 2.3e-24, 0.705, 0.686 | PDLC03060,Specificity_I_00009, 1, 0.0039, 0.277, 0.281 | PDLC03060,Specificity_I_00009, 2, 430, 0.056, 0.053 | PDLC03101,Specificity_I_00050, 1, 5.1e-13, 0.5, 0.465 | PDLC03101,Specificity_I_00050, 2, 0.016, 0.441, 0.474 | PDLC03105,Specificity_I_00054, 1, 1.1e-12, 0.474, 0.408 | PDLC03105,Specificity_I_00054, 2, 0.18, 0.256, 0.225 | PDLC03071,Specificity_I_00020, 1, 3.8, 0.221, 0.217 | PDLC03071,Specificity_I_00020, 2, 0.00065, 0.246, 0.226 | PDLC03064,Specificity_I_00013, 1, 1.5e-60, 0.985, 0.963 | PDLC03070,Specificity_I_00019, 1, 8e-05, 0.269, 0.244 | PDLC03110,Specificity_I_00059, 1, 8e-06, 0.503, 0.304 | PDLC03110,Specificity_I_00059, 2, 0.14, 0.226, 0.141 | PDLC03112,Specificity_I_00061, 1, 5.7e-05, 0.741, 0.717 | PDLC03106,Specificity_I_00055, 1, 0.036, 0.203, 0.163 | PDLC03106,Specificity_I_00055, 2, 35, 0.067, 0.056 | PDLC03106,Specificity_I_00055, 3, 0.29, 0.133, 0.111 | PDLC03066,Specificity_I_00015, 1, 1e-11, 0.295, 0.261 | PDLC03072,Specificity_I_00021, 1, 1.7e-15, 0.474, 0.424 | PDLC03072,Specificity_I_00021, 2, 0.044, 0.323, 0.297 | PDLC03099,Specificity_I_00048, 1, 1.1e-06, 0.482, 0.449 | PDLC03099,Specificity_I_00048, 2, 1.6e-08, 0.418, 0.39 | PDLC03098,Specificity_I_00047, 1, 2.6e-15, 0.487, 0.409 | PDLC03098,Specificity_I_00047, 2, 3.6e-08, 0.431, 0.409 | PDLC03073,Specificity_I_00022, 1, 4.1e-10, 0.485, 0.432 | PDLC03073,Specificity_I_00022, 2, 58, 0.121, 0.11 | PDLC03107,Specificity_I_00056, 1, 1.7e-10, 0.595, 0.546 | PDLC03107,Specificity_I_00056, 2, 1e-04, 0.308, 0.309 | PDLC03113,Specificity_I_00062, 1, 5.3e-16, 0.505, 0.469 | PDLC03113,Specificity_I_00062, 2, 0.28, 0.159, 0.149 | PDLC03113,Specificity_I_00062, 3, 4.9e-06, 0.223, 0.213","PDLC03124, Specificity_I_00073, 6.8e-61, 0.985, 0.964 | PDLC03064, Specificity_I_00013, 1.5e-60, 0.985, 0.963 | PDLC03078, Specificity_I_00027, 1.2e-49, 0.985, 0.967 | PDLC03178, Specificity_I_00127, 1.6e-48, 0.985, 0.961 | PDLC03087, Specificity_I_00036, 1.2e-39, 0.982, 0.955"
