#Annotated with Bakta v1.9.4, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	80402	80581	+	PEDMFB_00355	6.9	4.6		RefSeq:WP_002381345.1, SO:0001217, UniParc:UPI000005BCC6, UniRef:UniRef100_A0A640NC82, UniRef:UniRef50_A0A640NC82, UniRef:UniRef90_A0A640NC82
contig_1	125621	126100	-	PEDMFB_00535	18.3	9.2		RefSeq:WP_002404523.1, SO:0001217, UniParc:UPI0001E19FB6, UniRef:UniRef100_UPI0001E19FB6, UniRef:UniRef50_UPI0001E19FB6, UniRef:UniRef90_UPI0001E19FB6
contig_1	130816	130971	+	PEDMFB_00555	5.9	5.7		RefSeq:WP_002404395.1, SO:0001217, UniParc:UPI0001E19EC8, UniRef:UniRef100_UPI0001E19EC8, UniRef:UniRef50_UPI0001E19EC8, UniRef:UniRef90_UPI0001E19EC8
contig_1	134610	135707	+	PEDMFB_00570	43.1	9.3		RefSeq:WP_002359281.1, SO:0001217, UniParc:UPI0001B1DF31, UniRef:UniRef100_C7CZR6, UniRef:UniRef50_C7CZR6, UniRef:UniRef90_C7CZR6
contig_1	245619	245756	+	PEDMFB_01275	4.9	7.7		RefSeq:WP_002355203.1, SO:0001217, UniParc:UPI00019F6D6D, UniRef:UniRef100_A0A1J6XW10, UniRef:UniRef50_A0A1J6XW10, UniRef:UniRef90_A0A1J6XW10
contig_1	298727	298939	+	PEDMFB_01535	8.3	9.5		RefSeq:WP_002370267.1, SO:0001217, UniParc:UPI0001B2BB98, UniRef:UniRef100_E3USD1, UniRef:UniRef50_A0A5C5EK44, UniRef:UniRef90_E3USD1
contig_1	298965	299066	+	PEDMFB_01540	3.6	4.7		
contig_1	299068	299322	+	PEDMFB_01545	10.1	5.0		RefSeq:WP_010773685.1, SO:0001217, UniParc:UPI0002DD065B, UniRef:UniRef100_A0A125W472, UniRef:UniRef50_A0A125W472, UniRef:UniRef90_A0A125W472
contig_1	309085	309279	+	PEDMFB_01590	7.6	4.5		RefSeq:WP_025186868.1, SO:0001217, UniParc:UPI00046C8864, UniRef:UniRef100_UPI00046C8864, UniRef:UniRef50_G0YP58, UniRef:UniRef90_A0A3F3LFE3
contig_1	384848	385078	+	PEDMFB_01940	9.0	9.0		RefSeq:WP_002385239.1, SO:0001217, UniParc:UPI00019F325A, UniRef:UniRef100_A0A1Q1FXU8, UniRef:UniRef50_Q82ZJ8, UniRef:UniRef90_Q82ZJ8
contig_1	431166	431405	-	PEDMFB_02155	8.8	6.1		RefSeq:WP_002404336.1, SO:0001217, UniParc:UPI0001E1A41B, UniRef:UniRef100_UPI0001E1A41B, UniRef:UniRef50_X5NVN4, UniRef:UniRef90_UPI0001E1A41B
contig_1	474600	474824	+	PEDMFB_02350	8.3	8.6		RefSeq:WP_002355093.1, SO:0001217, UniParc:UPI000005C73D, UniRef:UniRef100_A0A1G1SAR4, UniRef:UniRef50_R3J1S7, UniRef:UniRef90_S4C8L5
contig_1	568359	568877	-	PEDMFB_02820	19.6	9.3		RefSeq:WP_002404532.1, SO:0001217, UniParc:UPI0001E1A24A, UniRef:UniRef100_UPI0001E1A24A, UniRef:UniRef50_R3KCR8, UniRef:UniRef90_R3KCR8
contig_1	570524	570664	+	PEDMFB_02845	5.2	4.9		
contig_1	572059	572211	+	PEDMFB_02860	5.8	9.6		RefSeq:WP_010707996.1, SO:0001217, UniParc:UPI00032DA4D3, UniRef:UniRef100_A0A9Q8X2J9, UniRef:UniRef50_A0A9Q8X2J9, UniRef:UniRef90_A0A9Q8X2J9
contig_1	572635	572745	+	PEDMFB_02870	4.3	6.5		SO:0001217, UniRef:UniRef50_R3L6C9
contig_1	577338	577538	+	PEDMFB_02925	7.5	9.2		RefSeq:WP_010708005.1, SO:0001217, UniParc:UPI00032E5EDA, UniRef:UniRef100_UPI00046C5892, UniRef:UniRef50_A0A125W5Z4, UniRef:UniRef90_UPI00046C5892
contig_1	582254	582478	+	PEDMFB_02975	9.0	7.7		RefSeq:WP_010708012.1, SO:0001217, UniParc:UPI00032E0168, UniRef:UniRef100_UPI00032E0168, UniRef:UniRef50_V5XNX7, UniRef:UniRef90_UPI001E4F4942
contig_1	587759	588004	+	PEDMFB_03000	9.6	4.8		RefSeq:WP_002397460.1, SO:0001217, UniParc:UPI0001F0AC84, UniRef:UniRef100_A0A1Q1FXE6, UniRef:UniRef50_A0A1Q1FXE6, UniRef:UniRef90_A0A1Q1FXE6
contig_1	588063	588383	+	PEDMFB_03005	12.2	6.4		RefSeq:WP_010708017.1, SO:0001217, UniParc:UPI00032E0DC1, UniRef:UniRef100_A0A1Q1FX44, UniRef:UniRef50_R3I0L8, UniRef:UniRef90_R3I0L8
contig_1	588390	588569	+	PEDMFB_03010	7.5	9.4		SO:0001217, UniParc:UPI00032E7DF1, UniRef:UniRef100_A0A1Q1FX65, UniRef:UniRef50_A0A1Q1FX65, UniRef:UniRef90_A0A1Q1FX65
contig_1	602195	602362	+	PEDMFB_03095	6.5	9.4		
contig_1	605175	605699	+	PEDMFB_03125	20.2	8.6		RefSeq:WP_010708026.1, SO:0001217, UniParc:UPI0002FE004E, UniRef:UniRef100_UPI0002FE004E, UniRef:UniRef50_UPI0002FE004E, UniRef:UniRef90_UPI0002FE004E
