#Annotated with Bakta v1.9.4, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	81220	81525	+	CJHMOJ_00370	12.3	6.6		RefSeq:WP_002356099.1, SO:0001217, UniParc:UPI00017A5C12, UniRef:UniRef100_A0A3N3GBV0, UniRef:UniRef50_R3JMI1, UniRef:UniRef90_S4CFQ0
contig_1	81541	81801	+	CJHMOJ_00375	9.8	9.9		RefSeq:WP_002391363.1, SO:0001217, UniParc:UPI00017A5C13, UniRef:UniRef100_A0A3N3KD89, UniRef:UniRef50_A0A931AY81, UniRef:UniRef90_S4FLP3
contig_1	83354	83533	+	CJHMOJ_00385	6.9	4.6		RefSeq:WP_002381345.1, SO:0001217, UniParc:UPI000005BCC6, UniRef:UniRef100_A0A640NC82, UniRef:UniRef50_A0A640NC82, UniRef:UniRef90_A0A640NC82
contig_1	132394	132789	-	CJHMOJ_00570	15.2	4.7		RefSeq:WP_002391748.1, SO:0001217, UniParc:UPI0001D0CE25, UniRef:UniRef100_A0A125W748, UniRef:UniRef50_A0A125W748, UniRef:UniRef90_A0A125W748
contig_1	133090	133194	-	CJHMOJ_00575	4.0	11.8		
contig_1	136590	138020	+	CJHMOJ_00600	55.5	5.1		RefSeq:WP_002412927.1, SO:0001217, UniParc:UPI000207955A, UniRef:UniRef100_UPI000207955A, UniRef:UniRef50_UPI00157306F5, UniRef:UniRef90_UPI00157306F5
contig_1	249848	249985	+	CJHMOJ_01315	4.9	7.7		RefSeq:WP_002355203.1, SO:0001217, UniParc:UPI00019F6D6D, UniRef:UniRef100_A0A1J6XW10, UniRef:UniRef50_A0A1J6XW10, UniRef:UniRef90_A0A1J6XW10
contig_1	421963	422904	+	CJHMOJ_02215	35.9	9.8		SO:0001217, UniRef:UniRef50_UPI001F5B2189, UniRef:UniRef90_UPI002670BCE8
contig_1	451224	451550	-	CJHMOJ_02345	12.2	5.3		SO:0001217, UniParc:UPI000005BEC0, UniRef:UniRef100_A0A7H0FSP6, UniRef:UniRef50_R3H3G3, UniRef:UniRef90_V7ZPU3
contig_1	451680	451958	+	CJHMOJ_02350	11.0	5.4		SO:0001217, UniParc:UPI0001B1DAF4, UniRef:UniRef100_A0A828QQ02, UniRef:UniRef50_E2YXJ8, UniRef:UniRef90_E2YXJ8
contig_1	516527	516718	+	CJHMOJ_02650	7.3	4.5		RefSeq:WP_002366170.1, SO:0001217, UniParc:UPI000005BEF6, UniRef:UniRef100_A0A8S6XGD2, UniRef:UniRef50_S4C8I0, UniRef:UniRef90_S4C8I0
contig_1	668174	668422	+	CJHMOJ_03345	9.2	9.2		RefSeq:WP_002355713.1, SO:0001217, UniParc:UPI000005BF6C, UniRef:UniRef100_A0A1J6XK58, UniRef:UniRef50_S4CC02, UniRef:UniRef90_S4CC02
contig_1	679639	679905	-	CJHMOJ_03400	10.6	10.5		SO:0001217, UniParc:UPI0001B2B6DE, UniRef:UniRef100_A0A125W9W5, UniRef:UniRef50_E2YXS3, UniRef:UniRef90_E2YXS3
contig_1	684973	685548	+	CJHMOJ_03430	21.6	9.9	PF10502.13|Peptidase_S26	PFAM:PF10502.13
contig_1	688086	688316	+	CJHMOJ_03445	9.0	8.9		RefSeq:WP_002355737.1, SO:0001217, UniParc:UPI000005BF82, UniRef:UniRef100_A0A640MS20, UniRef:UniRef50_V7ZJA2, UniRef:UniRef90_V7ZJA2
contig_1	761171	761395	+	CJHMOJ_03770	8.4	5.1		RefSeq:WP_002355808.1, SO:0001217, UniParc:UPI000005BFC2, UniRef:UniRef100_A0A1B4XM85, UniRef:UniRef50_A0A1B4XM85, UniRef:UniRef90_A0A1B4XM85
contig_1	769005	769226	+	CJHMOJ_03805	8.7	10.0		RefSeq:WP_002355814.1, SO:0001217, UniParc:UPI00019F6D16, UniRef:UniRef100_V7ZK61, UniRef:UniRef50_A0A2W4B268, UniRef:UniRef90_V7ZK61
contig_1	801853	802065	+	CJHMOJ_03975	8.0	4.7		RefSeq:WP_002355859.1, SO:0001217, UniParc:UPI00019F6D81, UniRef:UniRef100_A0A125WA57, UniRef:UniRef50_A0A125WA57, UniRef:UniRef90_A0A125WA57
contig_1	802535	802813	+	CJHMOJ_03985	10.5	9.1		RefSeq:WP_002355861.1, SO:0001217, UniParc:UPI00019F6D83, UniRef:UniRef100_A0A9P2NF80, UniRef:UniRef50_R3I9Y6, UniRef:UniRef90_R3I9Y6
contig_1	854713	854832	+	CJHMOJ_04275	4.5	10.4		SO:0001217, UniParc:UPI000005C01F, UniRef:UniRef100_X5NW01, UniRef:UniRef50_V7ZRN6, UniRef:UniRef90_V7ZRN6
contig_1	878359	878565	+	CJHMOJ_04375	7.9	10.2		
contig_1	898199	898459	-	CJHMOJ_04510	9.7	5.0		RefSeq:WP_002363651.1, SO:0001217, UniParc:UPI0001B259EA, UniRef:UniRef100_A0A1J6XXB9, UniRef:UniRef50_S4BP43, UniRef:UniRef90_S4BP43
contig_1	908791	909042	+	CJHMOJ_04555	9.5	5.5		
contig_1	913524	913670	-	CJHMOJ_04585	5.4	9.8		RefSeq:WP_002384758.1, SO:0001217, UniParc:UPI00019F323E, UniRef:UniRef100_A0A1Q8J6D0, UniRef:UniRef50_A0A1Q8J6D0, UniRef:UniRef90_A0A1Q8J6D0
contig_1	920382	920645	+	CJHMOJ_04620	10.1	5.6		RefSeq:WP_002388837.1, SO:0001217, UniParc:UPI0001A5C2E4, UniRef:UniRef100_A0A8S6XIT9, UniRef:UniRef50_S0J5N6, UniRef:UniRef90_S4C1B1
contig_1	923306	923590	+	CJHMOJ_04640	10.8	9.6		SO:0001217, UniRef:UniRef50_R3JM95, UniRef:UniRef90_R3JM95
contig_1	925152	925541	+	CJHMOJ_04650	15.2	5.0		RefSeq:WP_002358138.1, SO:0001217, UniParc:UPI00019F6B32, UniRef:UniRef100_A0A1B4XMM4, UniRef:UniRef50_A0A1B4XMM4, UniRef:UniRef90_A0A1B4XMM4
contig_1	925828	926133	+	CJHMOJ_04665	11.8	4.8		RefSeq:WP_002358136.1, SO:0001217, UniParc:UPI000005C059, UniRef:UniRef100_A0A640MMY1, UniRef:UniRef50_A0A2P6BDP4, UniRef:UniRef90_A0A2P6BDP4
contig_1	938641	938934	-	CJHMOJ_04720	11.6	10.2		RefSeq:WP_002358125.1, SO:0001217, UniParc:UPI000005C063, UniRef:UniRef100_A0A640MNA2, UniRef:UniRef50_E2YVK6, UniRef:UniRef90_E2YVK6
contig_1	940827	941750	+	CJHMOJ_04735	35.2	5.2		RefSeq:WP_002365487.1, SO:0001217, UniParc:UPI0001B2B4B4, UniRef:UniRef100_A0A9P2JZ22, UniRef:UniRef50_A0A9P2JZ22, UniRef:UniRef90_A0A9P2JZ22
contig_1	943532	943720	+	CJHMOJ_04745	7.3	4.7		RefSeq:WP_010785539.1, SO:0001217, UniParc:UPI00032F7789, UniRef:UniRef100_UPI00032F7789, UniRef:UniRef50_R2XKU8, UniRef:UniRef90_S1RS99
contig_1	945797	946084	+	CJHMOJ_04760	11.3	9.3		
contig_1	946727	947575	-	CJHMOJ_04765	33.3	9.0		RefSeq:WP_010785542.1, SO:0001217, UniParc:UPI000330A515, UniRef:UniRef100_UPI000330A515, UniRef:UniRef50_S1RN74, UniRef:UniRef90_S1RN74
contig_1	948281	949036	+	CJHMOJ_04770	29.6	9.6		RefSeq:WP_010785543.1, SO:0001217, UniParc:UPI00032E0988, UniRef:UniRef100_UPI00032E0988, UniRef:UniRef50_S1R083, UniRef:UniRef90_S1R083
