replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
EF-W5	CGGMPE_00540	Hachiman__HamB	108	defense-finder-models/DefenseFinder/Hachiman/Hachiman	EF-W5_Hachiman_4	1	1	1.0	2.0	1	Hachiman__HamB	mandatory	720	3.6e-88	294.2	0.662	0.746	19	555		EF-W5_Hachiman_II_5	Hachiman	Hachiman	Defense
EF-W5	CGGMPE_00545	Hachiman__HamA_1	109	defense-finder-models/DefenseFinder/Hachiman/Hachiman	EF-W5_Hachiman_4	1	1	1.0	2.0	1	Hachiman__HamA_1	mandatory	320	5.2e-27	92.4	0.81	0.866	38	314		EF-W5_Hachiman_II_5	Hachiman	Hachiman	Defense
EF-W5	CGGMPE_01300	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II	231	defense-finder-models/DefenseFinder/Lamassu-Fam/Lamassu-Cap4_nuclease	EF-W5_Lamassu-Cap4_nuclease_6	1	1	1.0	2.5	1	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II	mandatory	467	4.1000000000000003e-32	110.1	0.962	0.893	11	427			Lamassu-Fam	Lamassu-Cap4_nuclease	Defense
EF-W5	CGGMPE_01305	Lamassu-Fam__LmuC_acc_Cap4_nuclease	232	defense-finder-models/DefenseFinder/Lamassu-Fam/Lamassu-Cap4_nuclease	EF-W5_Lamassu-Cap4_nuclease_6	1	1	1.0	2.5	1	Lamassu-Fam__LmuC_acc_Lipase	accessory	235	1.1e-13	49.4	0.945	0.949	1	223			Lamassu-Fam	Lamassu-Cap4_nuclease	Defense
EF-W5	CGGMPE_01315	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	234	defense-finder-models/DefenseFinder/Lamassu-Fam/Lamassu-Cap4_nuclease	EF-W5_Lamassu-Cap4_nuclease_6	1	1	1.0	2.5	1	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II	mandatory	640	8.2e-46	154.6	0.758	0.977	8	632			Lamassu-Fam	Lamassu-Cap4_nuclease	Defense
EF-W5	CGGMPE_01575	RM_Type_IIG__Type_IIG_2	286	defense-finder-models/RM/RM/RM_Type_IIG	EF-W5_RM_Type_IIG_12	1	1	0.167	1.0	1	RM_Type_IIG__Type_IIG_2	mandatory	1456	6.7e-169	561.4	0.748	0.53	10	780			RM	RM_Type_IIG	Defense
EF-W5	CGGMPE_03125	PD-T4-9__PD-T4-9_A	587	defense-finder-models/DefenseFinder/PD-T4-9/PD-T4-9	EF-W5_PD-T4-9_8	1	1	0.667	2.0	1	PD-T4-9__PD-T4-9_A	mandatory	174	1.1e-07	29.0	0.727	0.776	10	144			PD-T4-9	PD-T4-9	Defense
EF-W5	CGGMPE_03135	PD-T4-9__PD-T4-9_C	589	defense-finder-models/DefenseFinder/PD-T4-9/PD-T4-9	EF-W5_PD-T4-9_8	1	1	0.667	2.0	1	PD-T4-9__PD-T4-9_C	mandatory	149	7.6e-14	49.4	0.878	0.805	29	148			PD-T4-9	PD-T4-9	Defense
EF-W5	CGGMPE_05820	AbiD__AbiD	1119	defense-finder-models/DefenseFinder/AbiD/AbiD	EF-W5_AbiD_1	1	1	1.0	1.0	1	AbiD__AbiD	mandatory	322	8.6e-54	180.4	0.885	0.916	6	300			AbiD	AbiD	Defense
EF-W5	CGGMPE_06145	SpbK__SpbK	1182	defense-finder-models/DefenseFinder/SpbK/SpbK	EF-W5_SpbK_11	1	1	1.0	1.0	1	SpbK__SpbK	mandatory	274	9e-48	160.9	0.448	0.613	3	170			SpbK	SpbK	Defense
EF-W5	CGGMPE_06505	AbiJ__AbiJ	1253	defense-finder-models/DefenseFinder/AbiJ/AbiJ	EF-W5_AbiJ_2	1	1	1.0	1.0	1	AbiJ__AbiJ	mandatory	276	3.2000000000000003e-27	93.0	0.47	0.525	124	268			AbiJ	AbiJ	Defense
EF-W5	CGGMPE_09830	HEC-05__HEC-05	1911	defense-finder-models/DefenseFinder/HEC-05/HEC-05	EF-W5_HEC-05_3	1	1	1.0	1.0	1	HEC-05__HEC-05	mandatory	583	9.9e-253	839.5	0.533	0.99	5	581			HEC-05	HEC-05	Defense
EF-W5	CGGMPE_11870	SanaTA__SanaT_1	2295	defense-finder-models/DefenseFinder/SanaTA/SanaTA	EF-W5_SanaTA_10	1	1	1.0	2.0	1	SanaTA__SanaT_1	mandatory	327	1.5e-112	374.0	0.89	1.0	1	327			SanaTA	SanaTA	Defense
EF-W5	CGGMPE_11875	SanaTA__SanaA	2296	defense-finder-models/DefenseFinder/SanaTA/SanaTA	EF-W5_SanaTA_10	1	1	1.0	2.0	1	SanaTA__SanaA	mandatory	203	5.1e-12	43.6	0.933	0.611	4	127			SanaTA	SanaTA	Defense
EF-W5	CGGMPE_13125	Nhi__Nhi	2538	defense-finder-models/DefenseFinder/Nhi/Nhi	EF-W5_Nhi_7	1	1	1.0	1.0	1	Nhi__Nhi	mandatory	562	5.3e-164	543.6	1.0	0.904	1	508			Nhi	Nhi	Defense
EF-W5	CGGMPE_14390	RosmerTA__RmrA_2623274509	2779	defense-finder-models/DefenseFinder/RosmerTA/RosmerTA	EF-W5_RosmerTA_9	1	1	1.0	2.0	1	RosmerTA__RmrA_2585209417	mandatory	379	6.1e-110	364.8	0.93	0.939	6	361			RosmerTA	RosmerTA	Defense
EF-W5	CGGMPE_14395	RosmerTA__RmrT_2677172838	2780	defense-finder-models/DefenseFinder/RosmerTA/RosmerTA	EF-W5_RosmerTA_9	1	1	1.0	2.0	1	RosmerTA__RmrT_2585209417	mandatory	221	7.000000000000001e-23	78.5	0.789	0.81	3	181			RosmerTA	RosmerTA	Defense
