#Annotated with Bakta v1.9.4, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	79660	79839	+	LIMHLO_00360	6.9	4.6		RefSeq:WP_002381345.1, SO:0001217, UniParc:UPI000005BCC6, UniRef:UniRef100_A0A640NC82, UniRef:UniRef50_A0A640NC82, UniRef:UniRef90_A0A640NC82
contig_1	92091	92312	+	LIMHLO_00390	7.6	9.7		RefSeq:WP_104854666.1, SO:0001217, UniParc:UPI000CF27821, UniRef:UniRef100_UPI000CF27821, UniRef:UniRef50_UPI000CF27821, UniRef:UniRef90_UPI000CF27821
contig_1	107129	107278	+	LIMHLO_00455	5.7	9.7		RefSeq:WP_002367605.1, SO:0001217, UniParc:UPI00019C7188, UniRef:UniRef100_A0A7H0FPA7, UniRef:UniRef50_A0A1L8WQ44, UniRef:UniRef90_A0A7H0FPA7
contig_1	108515	109147	+	LIMHLO_00470	24.9	9.3		RefSeq:WP_241690088.1, SO:0001217, UniParc:UPI001F50F0DB, UniRef:UniRef100_UPI001F50F0DB, UniRef:UniRef50_UPI001EE9A3E8, UniRef:UniRef90_UPI001EE9A3E8
contig_1	161351	161611	+	LIMHLO_00715	9.7	4.7		RefSeq:WP_141409959.1, SO:0001217, UniParc:UPI0011449250, UniRef:UniRef100_UPI0011449250, UniRef:UniRef50_UPI0011449250, UniRef:UniRef90_UPI0011449250
contig_1	230173	230391	+	LIMHLO_01205	7.4	9.9		
contig_1	241269	241406	+	LIMHLO_01275	4.9	7.7		RefSeq:WP_002355203.1, SO:0001217, UniParc:UPI00019F6D6D, UniRef:UniRef100_A0A1J6XW10, UniRef:UniRef50_A0A1J6XW10, UniRef:UniRef90_A0A1J6XW10
contig_1	243734	245203	+	LIMHLO_01290	58.2	5.0		RefSeq:WP_104858250.1, SO:0001217, UniParc:UPI000CF25E8F, UniRef:UniRef100_UPI000CF25E8F, UniRef:UniRef50_UPI000CF2A1DD, UniRef:UniRef90_UPI000CF2A1DD
contig_1	245230	245406	+	LIMHLO_01295	7.3	9.0		RefSeq:WP_162782601.1, SO:0001217, UniParc:UPI000DFFB9C0, UniRef:UniRef100_UPI000DFFB9C0, UniRef:UniRef50_UPI000DFFB9C0, UniRef:UniRef90_UPI000DFFB9C0
contig_1	319585	319740	+	LIMHLO_01620	6.1	9.8		RefSeq:WP_240185142.1, SO:0001217, UniParc:UPI000DFB6736, UniRef:UniRef100_UPI000DFB6736, UniRef:UniRef50_UPI001D0A6DA8, UniRef:UniRef90_UPI001D0A6DA8
